benchmark,valid,warmup,elapsed_ms,socket,heap_size,gc,cpu_freq_mhz,dram_j,cpu_j,package_j
luindex,true,true,1950,0,78m,serial,2.4GHz,0.945191000,5.848755000,8.380004000
luindex,true,true,1673,0,78m,serial,2.4GHz,0.891968000,5.481202000,7.689759000
luindex,true,true,1847,0,78m,serial,2.4GHz,0.964721000,4.680298000,7.144836000
luindex,true,true,1392,0,78m,serial,2.4GHz,0.585389000,3.154297000,4.932068000
luindex,true,true,1729,0,78m,serial,2.4GHz,0.660157000,2.757324000,4.952271000
luindex,true,true,1420,0,78m,serial,2.4GHz,0.556580000,2.743530000,4.539123000
luindex,true,true,1476,0,78m,serial,2.4GHz,0.564087000,2.340881000,4.222534000
luindex,true,true,1831,0,78m,serial,2.4GHz,0.652344000,2.395996000,4.688537000
luindex,true,true,1673,0,78m,serial,2.4GHz,0.639099000,2.535461000,4.665771000
luindex,true,true,2016,0,78m,serial,2.4GHz,0.709351000,2.679077000,5.196533000
luindex,true,true,1827,0,78m,serial,2.4GHz,0.740723000,2.848450000,5.196045000
luindex,true,true,1973,0,78m,serial,2.4GHz,0.719787000,2.548218000,5.056946000
luindex,true,true,2104,0,78m,serial,2.4GHz,0.771973000,2.628662000,5.307251000
luindex,true,true,1593,0,78m,serial,2.4GHz,0.588013000,2.375549000,4.394470000
luindex,true,true,1876,0,78m,serial,2.4GHz,0.663086000,2.274963000,4.637940000
luindex,true,true,1629,0,78m,serial,2.4GHz,0.584717000,2.299744000,4.344177000
luindex,true,true,2047,0,78m,serial,2.4GHz,0.715088000,2.482116000,5.042298000
luindex,true,true,1791,0,78m,serial,2.4GHz,0.643799000,2.307435000,4.567138000
luindex,true,true,1902,0,78m,serial,2.4GHz,0.668151000,2.291138000,4.673034000
luindex,true,true,1614,0,78m,serial,2.4GHz,0.593201000,2.267822000,4.313782000
luindex,true,true,2085,0,78m,serial,2.4GHz,0.716980000,2.322449000,4.928284000
luindex,true,true,2147,0,78m,serial,2.4GHz,0.756286000,2.532288000,5.243225000
luindex,true,true,1622,0,78m,serial,2.4GHz,0.587036000,2.301758000,4.351624000
luindex,true,true,1923,0,78m,serial,2.4GHz,0.675293000,2.261657000,4.676757000
luindex,true,true,1628,0,78m,serial,2.4GHz,0.583008000,2.239563000,4.284729000
luindex,true,true,2101,0,78m,serial,2.4GHz,0.767273000,2.389283000,5.075867000
luindex,true,true,2103,0,78m,serial,2.4GHz,0.719055000,2.469788000,5.094605000
luindex,true,true,1845,0,78m,serial,2.4GHz,0.790100000,3.146485000,5.558045000
luindex,true,true,2042,0,78m,serial,2.4GHz,0.755432000,2.595153000,5.198792000
luindex,true,true,1903,0,78m,serial,2.4GHz,0.747192000,2.723328000,5.158447000
luindex,true,true,2453,0,78m,serial,2.4GHz,0.946838000,3.180053000,6.291077000
luindex,true,true,1980,0,78m,serial,2.4GHz,0.688476000,2.405578000,4.888427000
luindex,true,true,1822,0,78m,serial,2.4GHz,0.729370000,3.131409000,5.451111000
luindex,true,true,2066,0,78m,serial,2.4GHz,0.709412000,2.272278000,4.857605000
luindex,true,true,2216,0,78m,serial,2.4GHz,0.743408000,2.287720000,5.046265000
luindex,true,true,1829,0,78m,serial,2.4GHz,0.640625000,2.301819000,4.591614000
luindex,true,true,1678,0,78m,serial,2.4GHz,0.600952000,2.418640000,4.525574000
luindex,true,true,4793,0,78m,serial,2.4GHz,2.489990000,16.003784000,22.269898000
luindex,true,true,2792,0,78m,serial,2.4GHz,1.484192000,9.386840000,13.065430000
luindex,true,true,4137,0,78m,serial,2.4GHz,1.693421000,7.340210000,12.579285000
luindex,true,true,1861,0,78m,serial,2.4GHz,0.993896000,6.082703000,8.541565000
luindex,true,true,1493,0,78m,serial,2.4GHz,0.835754000,4.902161000,6.907166000
luindex,true,true,1822,0,78m,serial,2.4GHz,0.907104000,4.759277000,7.176147000
luindex,true,true,1429,0,78m,serial,2.4GHz,0.583862000,3.105713000,4.918274000
luindex,true,true,1411,0,78m,serial,2.4GHz,0.585571000,2.860657000,4.695008000
luindex,true,true,1768,0,78m,serial,2.4GHz,0.677490000,2.820312000,5.067688000
luindex,true,true,1469,0,78m,serial,2.4GHz,0.566650000,2.357239000,4.244751000
luindex,true,true,1845,0,78m,serial,2.4GHz,0.678711000,2.408997000,4.749268000
luindex,true,true,1637,0,78m,serial,2.4GHz,0.606506000,2.483276000,4.542419000
luindex,true,true,2049,0,78m,serial,2.4GHz,0.743714000,2.822632000,5.413635000
luindex,true,true,2025,0,78m,serial,2.4GHz,0.854065000,3.345459000,5.947022000
luindex,true,true,2036,0,78m,serial,2.4GHz,0.711975000,2.397339000,4.956055000
luindex,true,false,2028,0,78m,serial,2.4GHz,0.724731000,2.591492000,5.141723000
luindex,true,true,4961,0,78m,serial,2.4GHz,2.508118000,16.677063000,23.087158000
luindex,true,true,2673,0,78m,serial,2.4GHz,1.397461000,8.923645000,12.427002000
luindex,true,true,2151,0,78m,serial,2.4GHz,1.159363000,7.163025000,10.020935000
luindex,true,true,2043,0,78m,serial,2.4GHz,1.033630000,6.407288000,9.071411000
luindex,true,true,1521,0,78m,serial,2.4GHz,0.790588000,5.095459000,7.089111000
luindex,true,true,1735,0,78m,serial,2.4GHz,0.898437000,4.227905000,6.542115000
luindex,true,true,1765,0,78m,serial,2.4GHz,0.718933000,3.363220000,5.619324000
luindex,true,true,1409,0,78m,serial,2.4GHz,0.563477000,2.634399000,4.424804000
luindex,true,true,1488,0,78m,serial,2.4GHz,0.652100000,3.323181000,5.255432000
luindex,true,true,1780,0,78m,serial,2.4GHz,0.659546000,2.419311000,4.671814000
luindex,true,true,1575,0,78m,serial,2.4GHz,0.610839000,2.557129000,4.573059000
luindex,true,true,1996,0,78m,serial,2.4GHz,0.744385000,2.579956000,5.125489000
luindex,true,true,1773,0,78m,serial,2.4GHz,0.666321000,2.560242000,4.820984000
luindex,true,true,2286,0,78m,serial,2.4GHz,0.930908000,3.384704000,6.305115000
luindex,true,true,1722,0,78m,serial,2.4GHz,0.635925000,2.415039000,4.605346000
luindex,true,true,2138,0,78m,serial,2.4GHz,0.761963000,2.798279000,5.488587000
luindex,true,true,1890,0,78m,serial,2.4GHz,0.674316000,2.426941000,4.804870000
luindex,true,true,1539,0,78m,serial,2.4GHz,0.573547000,2.301574000,4.260315000
luindex,true,true,1984,0,78m,serial,2.4GHz,0.701294000,2.295593000,4.797791000
luindex,true,true,1718,0,78m,serial,2.4GHz,0.618408000,2.320007000,4.480530000
luindex,true,true,2061,0,78m,serial,2.4GHz,0.725037000,2.366211000,4.952637000
luindex,true,true,1557,0,78m,serial,2.4GHz,0.570434000,2.288269000,4.258728000
luindex,true,true,1919,0,78m,serial,2.4GHz,0.677734000,2.235535000,4.650086000
luindex,true,true,2059,0,78m,serial,2.4GHz,0.712769000,2.264404000,4.845703000
luindex,true,true,1809,0,78m,serial,2.4GHz,0.636719000,2.252380000,4.536804000
luindex,true,true,1935,0,78m,serial,2.4GHz,0.671997000,2.356079000,4.780213000
luindex,true,true,1624,0,78m,serial,2.4GHz,0.596679000,2.373230000,4.431702000
luindex,true,true,1989,0,78m,serial,2.4GHz,0.713318000,2.292297000,4.809082000
luindex,true,true,1975,0,78m,serial,2.4GHz,0.691772000,2.282287000,4.765930000
luindex,true,true,1628,0,78m,serial,2.4GHz,0.583191000,2.242859000,4.288391000
luindex,true,true,2057,0,78m,serial,2.4GHz,0.820373000,3.233703000,5.860412000
luindex,true,true,1646,0,78m,serial,2.4GHz,0.626587000,2.682068000,4.770996000
luindex,true,true,2113,0,78m,serial,2.4GHz,0.791992000,2.772461000,5.440674000
luindex,true,true,1960,0,78m,serial,2.4GHz,0.809204000,3.162232000,5.685120000
luindex,true,true,1790,0,78m,serial,2.4GHz,0.628174000,2.262391000,4.513427000
luindex,true,true,1554,0,78m,serial,2.4GHz,0.571655000,2.351441000,4.307739000
luindex,true,true,1973,0,78m,serial,2.4GHz,0.706421000,2.369629000,4.867431000
luindex,true,true,1966,0,78m,serial,2.4GHz,0.816467000,3.234497000,5.765136000
luindex,true,true,1910,0,78m,serial,2.4GHz,0.667786000,2.272522000,4.670227000
luindex,true,false,1521,0,78m,serial,2.4GHz,0.563537000,2.281555000,4.206482000
luindex,true,true,5061,0,78m,serial,2.4GHz,2.539490000,16.859009000,23.554077000
luindex,true,true,2575,0,78m,serial,2.4GHz,1.382385000,8.667847000,12.077210000
luindex,true,true,2293,0,78m,serial,2.4GHz,1.263367000,7.628113000,10.674256000
luindex,true,true,1989,0,78m,serial,2.4GHz,1.027954000,6.235596000,8.849487000
luindex,true,true,1655,0,78m,serial,2.4GHz,0.911132000,5.535766000,7.743530000
luindex,true,true,1767,0,78m,serial,2.4GHz,0.914673000,4.486267000,6.837891000
luindex,true,true,1369,0,78m,serial,2.4GHz,0.597656000,3.182190000,4.964600000
luindex,true,true,1577,0,78m,serial,2.4GHz,0.648743000,3.089721000,5.103516000
luindex,true,true,1365,0,78m,serial,2.4GHz,0.538147000,2.520507000,4.263611000
luindex,true,true,1381,0,78m,serial,2.4GHz,0.530152000,2.360534000,4.114868000
luindex,true,true,1825,0,78m,serial,2.4GHz,0.670959000,2.501831000,4.803161000
luindex,true,true,1584,0,78m,serial,2.4GHz,0.616822000,2.662720000,4.681701000
luindex,true,true,1968,0,78m,serial,2.4GHz,0.717285000,2.652649000,5.139282000
luindex,true,true,1811,0,78m,serial,2.4GHz,0.713012000,2.829223000,5.128601000
luindex,true,true,1934,0,78m,serial,2.4GHz,0.685730000,2.343933000,4.775269000
luindex,true,true,1730,0,78m,serial,2.4GHz,0.642212000,2.598206000,4.781860000
luindex,true,true,2013,0,78m,serial,2.4GHz,0.709961000,2.546630000,5.076111000
luindex,true,true,1480,0,78m,serial,2.4GHz,0.543823000,2.279541000,4.153260000
luindex,true,true,1850,0,78m,serial,2.4GHz,0.654358000,2.298523000,4.625306000
luindex,true,true,1632,0,78m,serial,2.4GHz,0.584167000,2.303955000,4.345276000
luindex,true,true,2018,0,78m,serial,2.4GHz,0.729920000,2.395081000,4.960389000
luindex,true,true,1995,0,78m,serial,2.4GHz,0.695496000,2.304810000,4.818970000
luindex,true,true,1546,0,78m,serial,2.4GHz,0.593872000,2.419739000,4.408813000
luindex,true,true,1878,0,78m,serial,2.4GHz,0.683289000,2.384888000,4.773865000
luindex,true,true,1684,0,78m,serial,2.4GHz,0.602906000,2.261779000,4.390625000
luindex,true,true,2042,0,78m,serial,2.4GHz,0.700439000,2.307373000,4.857483000
luindex,true,true,1535,0,78m,serial,2.4GHz,0.562805000,2.260010000,4.202575000
luindex,true,true,1868,0,78m,serial,2.4GHz,0.655578000,2.396241000,4.735779000
luindex,true,true,1642,0,78m,serial,2.4GHz,0.593872000,2.238647000,4.314270000
luindex,true,true,2069,0,78m,serial,2.4GHz,0.706788000,2.293640000,4.883056000
luindex,true,true,2276,0,78m,serial,2.4GHz,0.884643000,3.211242000,6.100464000
luindex,true,true,1680,0,78m,serial,2.4GHz,0.632507000,2.495300000,4.629944000
luindex,true,true,2109,0,78m,serial,2.4GHz,0.791199000,2.838806000,5.513794000
luindex,true,true,2016,0,78m,serial,2.4GHz,0.799011000,3.054870000,5.620240000
luindex,true,true,2351,0,78m,serial,2.4GHz,0.905273000,3.010010000,5.998779000
luindex,true,true,1961,0,78m,serial,2.4GHz,0.693115000,2.338012000,4.806091000
luindex,true,true,1653,0,78m,serial,2.4GHz,0.598511000,2.271851000,4.357605000
luindex,true,true,2068,0,78m,serial,2.4GHz,0.712097000,2.418213000,5.002075000
luindex,true,true,2190,0,78m,serial,2.4GHz,0.772644000,2.364136000,5.138183000
luindex,true,true,1990,0,78m,serial,2.4GHz,0.846924000,3.226013000,5.816955000
luindex,true,true,4971,0,78m,serial,2.4GHz,2.552491000,16.809814000,23.412109000
luindex,true,true,2988,0,78m,serial,2.4GHz,1.628845000,10.016296000,13.997925000
luindex,true,true,1924,0,78m,serial,2.4GHz,0.932007000,6.499329000,8.989747000
luindex,true,true,1749,0,78m,serial,2.4GHz,0.873962000,5.318665000,7.615235000
luindex,true,true,1612,0,78m,serial,2.4GHz,0.903382000,5.299072000,7.463745000
luindex,true,true,1680,0,78m,serial,2.4GHz,0.790466000,4.326660000,6.515625000
luindex,true,true,1572,0,78m,serial,2.4GHz,0.733582000,3.738037000,5.789672000
luindex,true,false,1257,0,78m,serial,2.4GHz,0.510315000,2.632934000,4.236572000
luindex,true,true,4785,0,78m,serial,2.4GHz,2.393372000,15.938049000,22.092896000
luindex,true,true,2799,0,78m,serial,2.4GHz,1.561890000,9.363708000,13.113281000
luindex,true,true,2052,0,78m,serial,2.4GHz,1.168579000,6.800110000,9.567078000
luindex,true,true,2087,0,78m,serial,2.4GHz,1.035523000,6.454163000,9.170654000
luindex,true,true,1603,0,78m,serial,2.4GHz,0.824829000,5.297791000,7.398865000
luindex,true,true,1869,0,78m,serial,2.4GHz,0.945190000,4.744873000,7.202819000
luindex,true,true,1869,0,78m,serial,2.4GHz,0.812622000,3.624268000,6.031494000
luindex,true,true,1289,0,78m,serial,2.4GHz,0.536499000,2.776672000,4.435730000
luindex,true,true,1380,0,78m,serial,2.4GHz,0.548828000,2.849305000,4.594055000
luindex,true,true,1380,0,78m,serial,2.4GHz,0.530090000,2.522156000,4.262878000
luindex,true,true,1823,0,78m,serial,2.4GHz,0.685486000,2.467834000,4.803467000
luindex,true,true,1668,0,78m,serial,2.4GHz,0.675781000,2.863281000,4.996155000
luindex,true,true,1962,0,78m,serial,2.4GHz,0.749085000,2.696595000,5.219543000
luindex,true,true,1689,0,78m,serial,2.4GHz,0.640320000,2.377686000,4.550537000
luindex,true,true,2062,0,78m,serial,2.4GHz,0.741822000,2.601074000,5.202698000
luindex,true,true,1772,0,78m,serial,2.4GHz,0.652893000,2.623474000,4.857300000
luindex,true,true,2049,0,78m,serial,2.4GHz,0.714905000,2.531678000,5.094727000
luindex,true,true,1451,0,78m,serial,2.4GHz,0.534362000,2.425842000,4.256347000
luindex,true,true,1864,0,78m,serial,2.4GHz,0.653991000,2.331237000,4.662598000
luindex,true,true,1671,0,78m,serial,2.4GHz,0.615296000,2.392090000,4.506836000
luindex,true,true,1687,0,78m,serial,2.4GHz,0.597596000,2.288208000,4.402344000
luindex,true,true,1890,0,78m,serial,2.4GHz,0.653870000,2.306518000,4.662903000
luindex,true,true,1577,0,78m,serial,2.4GHz,0.579773000,2.299683000,4.292908000
luindex,true,true,1952,0,78m,serial,2.4GHz,0.690674000,2.419799000,4.881592000
luindex,true,true,1717,0,78m,serial,2.4GHz,0.609742000,2.275330000,4.433716000
luindex,true,true,2064,0,78m,serial,2.4GHz,0.716735000,2.364685000,4.952820000
luindex,true,true,1523,0,78m,serial,2.4GHz,0.551270000,2.276123000,4.190552000
luindex,true,true,1865,0,78m,serial,2.4GHz,0.654541000,2.349610000,4.685608000
luindex,true,true,1705,0,78m,serial,2.4GHz,0.621460000,2.426636000,4.583496000
luindex,true,true,2073,0,78m,serial,2.4GHz,0.742187000,2.352112000,4.984070000
luindex,true,true,2199,0,78m,serial,2.4GHz,0.888122000,3.200745000,6.039673000
luindex,true,true,1650,0,78m,serial,2.4GHz,0.618408000,2.531678000,4.626831000
luindex,true,true,2111,0,78m,serial,2.4GHz,0.790527000,2.662659000,5.338257000
luindex,true,true,2053,0,78m,serial,2.4GHz,0.842102000,3.326783000,5.966980000
luindex,true,true,2082,0,78m,serial,2.4GHz,0.716553000,2.321228000,4.928833000
luindex,true,false,2059,0,78m,serial,2.4GHz,0.805847000,3.171326000,5.790955000
luindex,true,true,4963,0,78m,serial,2.4GHz,2.517334000,16.676269000,23.100342000
luindex,true,true,2622,0,78m,serial,2.4GHz,1.391052000,8.812927000,12.265808000
luindex,true,true,2131,0,78m,serial,2.4GHz,1.149597000,7.089844000,9.918091000
luindex,true,true,1933,0,78m,serial,2.4GHz,0.979920000,5.959656000,8.483398000
luindex,true,true,1500,0,78m,serial,2.4GHz,0.795899000,4.921814000,6.905944000
luindex,true,true,1737,0,78m,serial,2.4GHz,0.870545000,4.440979000,6.728637000
luindex,true,true,1847,0,78m,serial,2.4GHz,0.767212000,3.724305000,6.078003000
luindex,true,true,1246,0,78m,serial,2.4GHz,0.501465000,2.572571000,4.155518000
luindex,true,true,1420,0,78m,serial,2.4GHz,0.600464000,3.181580000,5.002197000
luindex,true,true,1331,0,78m,serial,2.4GHz,0.514100000,2.308594000,3.995178000
luindex,true,true,1800,0,78m,serial,2.4GHz,0.657105000,2.447998000,4.710632000
luindex,true,true,1755,0,78m,serial,2.4GHz,0.742431000,3.226379000,5.490906000
luindex,true,true,1958,0,78m,serial,2.4GHz,0.727295000,2.712952000,5.206238000
luindex,true,true,1689,0,78m,serial,2.4GHz,0.627563000,2.344300000,4.512512000
luindex,true,true,2046,0,78m,serial,2.4GHz,0.717712000,2.410034000,4.977722000
luindex,true,true,2032,0,78m,serial,2.4GHz,0.717163000,2.578003000,5.130310000
luindex,true,true,1563,0,78m,serial,2.4GHz,0.567505000,2.323852000,4.284729000
luindex,true,true,1940,0,78m,serial,2.4GHz,0.678894000,2.388794000,4.817016000
luindex,true,true,1713,0,78m,serial,2.4GHz,0.613892000,2.304748000,4.454651000
luindex,true,true,2098,0,78m,serial,2.4GHz,0.729126000,2.361572000,4.984131000
luindex,true,true,1547,0,78m,serial,2.4GHz,0.573425000,2.263123000,4.228211000
luindex,true,true,1936,0,78m,serial,2.4GHz,0.679077000,2.284485000,4.719239000
luindex,true,true,1150,0,78m,serial,2.4GHz,0.457459000,2.561523000,4.030335000
luindex,true,true,1140,0,78m,serial,2.4GHz,0.450317000,2.227478000,3.677247000
luindex,true,true,1291,0,78m,serial,2.4GHz,0.494568000,2.242676000,3.879089000
luindex,true,true,1680,0,78m,serial,2.4GHz,0.602844000,2.402527000,4.513245000
luindex,true,true,1443,0,78m,serial,2.4GHz,0.536255000,2.278076000,4.099914000
luindex,true,true,1812,0,78m,serial,2.4GHz,0.666077000,2.365357000,4.669372000
luindex,true,true,1589,0,78m,serial,2.4GHz,0.595459000,2.288208000,4.324341000
luindex,true,true,1986,0,78m,serial,2.4GHz,0.700134000,2.477966000,4.982056000
luindex,true,true,1869,0,78m,serial,2.4GHz,0.775879000,3.141479000,5.564148000
luindex,true,true,2047,0,78m,serial,2.4GHz,0.738648000,2.515625000,5.104309000
luindex,true,true,1831,0,78m,serial,2.4GHz,0.712280000,2.721985000,5.056091000
luindex,true,true,1910,0,78m,serial,2.4GHz,0.797669000,3.193176000,5.657593000
luindex,true,true,1845,0,78m,serial,2.4GHz,0.646119000,2.368896000,4.674195000
luindex,true,false,1766,0,78m,serial,2.4GHz,0.724365000,3.156433000,5.416138000
luindex,true,true,4872,0,78m,serial,2.4GHz,2.498901000,16.245972000,22.584290000
luindex,true,true,2717,0,78m,serial,2.4GHz,1.429688000,9.220581000,12.791504000
luindex,true,true,2482,0,78m,serial,2.4GHz,1.294128000,8.239197000,11.507935000
luindex,true,true,1589,0,78m,serial,2.4GHz,0.758789000,4.644470000,6.711120000
luindex,true,true,1522,0,78m,serial,2.4GHz,0.766235000,5.014099000,6.995179000
luindex,true,true,1918,0,78m,serial,2.4GHz,1.013733000,4.872620000,7.431763000
luindex,true,true,1614,0,78m,serial,2.4GHz,0.666931000,3.464050000,5.513672000
luindex,true,true,1733,0,78m,serial,2.4GHz,0.635559000,2.514892000,4.691894000
luindex,true,true,1514,0,78m,serial,2.4GHz,0.578430000,2.549072000,4.464234000
luindex,true,true,1555,0,78m,serial,2.4GHz,0.615234000,3.035583000,5.017395000
luindex,true,true,1946,0,78m,serial,2.4GHz,0.706909000,2.427917000,4.897034000
luindex,true,true,2064,0,78m,serial,2.4GHz,0.728394000,2.490295000,5.075439000
luindex,true,true,1706,0,78m,serial,2.4GHz,0.662048000,2.670899000,4.867920000
luindex,true,true,2375,0,78m,serial,2.4GHz,0.978332000,3.416199000,6.478027000
luindex,true,true,1636,0,78m,serial,2.4GHz,0.613037000,2.339234000,4.419556000
luindex,true,true,1954,0,78m,serial,2.4GHz,0.700073000,2.631652000,5.078979000
luindex,true,true,1576,0,78m,serial,2.4GHz,0.584411000,2.293762000,4.291870000
luindex,true,true,1996,0,78m,serial,2.4GHz,0.696045000,2.401672000,4.900879000
luindex,true,true,2049,0,78m,serial,2.4GHz,0.712037000,2.259766000,4.828247000
luindex,true,true,1531,0,78m,serial,2.4GHz,0.569641000,2.274536000,4.208252000
luindex,true,true,1786,0,78m,serial,2.4GHz,0.629273000,2.211060000,4.449402000
luindex,true,true,1621,0,78m,serial,2.4GHz,0.587098000,2.225708000,4.275146000
luindex,true,true,1976,0,78m,serial,2.4GHz,0.693360000,2.251343000,4.742737000
luindex,true,true,1648,0,78m,serial,2.4GHz,0.601624000,2.377014000,4.457520000
luindex,true,true,1828,0,78m,serial,2.4GHz,0.641846000,2.229797000,4.520325000
luindex,true,true,1580,0,78m,serial,2.4GHz,0.572571000,2.237122000,4.222595000
luindex,true,true,1963,0,78m,serial,2.4GHz,0.672973000,2.237426000,4.680725000
luindex,true,true,1697,0,78m,serial,2.4GHz,0.604492000,2.235413000,4.359497000
luindex,true,true,1850,0,78m,serial,2.4GHz,0.652160000,2.353882000,4.678162000
luindex,true,true,1553,0,78m,serial,2.4GHz,0.599975000,2.301270000,4.301635000
luindex,true,true,2084,0,78m,serial,2.4GHz,0.813965000,3.063965000,5.731506000
luindex,true,true,2084,0,78m,serial,2.4GHz,0.730957000,2.497986000,5.101197000
luindex,true,true,1789,0,78m,serial,2.4GHz,0.691894000,2.663391000,4.940307000
luindex,true,true,2114,0,78m,serial,2.4GHz,0.861939000,3.303345000,6.016235000
luindex,true,true,1873,0,78m,serial,2.4GHz,0.800598000,3.101379000,5.531006000
luindex,true,true,2049,0,78m,serial,2.4GHz,0.699524000,2.321350000,4.872925000
luindex,true,true,2105,0,78m,serial,2.4GHz,0.724610000,2.231812000,4.871582000
luindex,true,true,1590,0,78m,serial,2.4GHz,0.573425000,2.211670000,4.214538000
luindex,true,true,2414,0,78m,serial,2.4GHz,0.869751000,3.057312000,6.074951000
luindex,true,true,1992,0,78m,serial,2.4GHz,0.828369000,3.184753000,5.744323000
luindex,true,true,4878,0,78m,serial,2.4GHz,2.508301000,16.262634000,22.595154000
luindex,true,true,3149,0,78m,serial,2.4GHz,1.617981000,10.708191000,14.838318000
luindex,true,true,1840,0,78m,serial,2.4GHz,1.028504000,6.115906000,8.586914000
luindex,true,true,1919,0,78m,serial,2.4GHz,1.002197000,6.350647000,8.864624000
luindex,true,true,1721,0,78m,serial,2.4GHz,0.966247000,5.587281000,7.893677000
luindex,true,true,1511,0,78m,serial,2.4GHz,0.628784000,3.508911000,5.426208000
luindex,true,true,1450,0,78m,serial,2.4GHz,0.624084000,3.518860000,5.376404000
luindex,true,true,1728,0,78m,serial,2.4GHz,0.662109000,2.667297000,4.871765000
luindex,true,true,1419,0,78m,serial,2.4GHz,0.620117000,3.060303000,4.918518000
luindex,true,true,1437,0,78m,serial,2.4GHz,0.535766000,2.277161000,4.097839000
luindex,true,true,1871,0,78m,serial,2.4GHz,0.663513000,2.410095000,4.753967000
luindex,true,true,1645,0,78m,serial,2.4GHz,0.608948000,2.495971000,4.570496000
luindex,true,true,2038,0,78m,serial,2.4GHz,0.722107000,2.636413000,5.184082000
luindex,true,true,2361,0,78m,serial,2.4GHz,0.946655000,3.398377000,6.410034000
luindex,true,true,1552,0,78m,serial,2.4GHz,0.575195000,2.396851000,4.354004000
luindex,true,true,1615,0,78m,serial,2.4GHz,0.597656000,2.581176000,4.605102000
luindex,true,true,2014,0,78m,serial,2.4GHz,0.702331000,2.368042000,4.892334000
luindex,true,true,1989,0,78m,serial,2.4GHz,0.689209000,2.391968000,4.880371000
luindex,true,true,1621,0,78m,serial,2.4GHz,0.590760000,2.278320000,4.319275000
luindex,true,true,1886,0,78m,serial,2.4GHz,0.680237000,2.336242000,4.717225000
luindex,true,true,1638,0,78m,serial,2.4GHz,0.585267000,2.240112000,4.298889000
luindex,true,true,2019,0,78m,serial,2.4GHz,0.718750000,2.320740000,4.894471000
luindex,true,true,2171,0,78m,serial,2.4GHz,0.746948000,2.331360000,5.058166000
luindex,true,true,1585,0,78m,serial,2.4GHz,0.599244000,2.420288000,4.461548000
luindex,true,true,1930,0,78m,serial,2.4GHz,0.683838000,2.305908000,4.741333000
luindex,true,true,1722,0,78m,serial,2.4GHz,0.639526000,2.331543000,4.522400000
luindex,true,true,2113,0,78m,serial,2.4GHz,0.736999000,2.293518000,4.947632000
luindex,true,true,2011,0,78m,serial,2.4GHz,0.698853000,2.281006000,4.811401000
luindex,true,true,1589,0,78m,serial,2.4GHz,0.576843000,2.375915000,4.377624000
luindex,true,true,2007,0,78m,serial,2.4GHz,0.684388000,2.282776000,4.781006000
luindex,true,true,2341,0,78m,serial,2.4GHz,0.887452000,3.050659000,6.020569000
luindex,true,true,1936,0,78m,serial,2.4GHz,0.695862000,2.508361000,4.938781000
luindex,true,true,2038,0,78m,serial,2.4GHz,0.767822000,2.690552000,5.283203000
luindex,true,true,1908,0,78m,serial,2.4GHz,0.783264000,3.213074000,5.667847000
luindex,true,false,2138,0,78m,serial,2.4GHz,0.737000000,2.317444000,4.994385000
luindex,true,true,7694,0,78m,serial,2.7GHz,3.295899000,19.425415000,29.207337000
luindex,true,true,2269,0,78m,serial,2.7GHz,1.323426000,9.726746000,12.789245000
luindex,true,true,2100,0,78m,serial,2.7GHz,1.057800000,8.269104000,11.003418000
luindex,true,true,1440,0,78m,serial,2.7GHz,0.790466000,5.993653000,7.924072000
luindex,true,true,1562,0,78m,serial,2.7GHz,0.919983000,6.585693000,8.724549000
luindex,true,true,1592,0,78m,serial,2.7GHz,0.711243000,3.988587000,6.056580000
luindex,true,true,1997,0,78m,serial,2.7GHz,0.803955000,3.927490000,6.492919000
luindex,true,true,1518,0,78m,serial,2.7GHz,0.587280000,2.936462000,4.871826000
luindex,true,true,1965,0,78m,serial,2.7GHz,0.750794000,3.194519000,5.722046000
luindex,true,true,2053,0,78m,serial,2.7GHz,0.742798000,3.075500000,5.671021000
luindex,true,true,1554,0,78m,serial,2.7GHz,0.591003000,2.775451000,4.763977000
luindex,true,true,2074,0,78m,serial,2.7GHz,0.762146000,3.279602000,5.906799000
luindex,true,true,1680,0,78m,serial,2.7GHz,0.622864000,2.955506000,5.076782000
luindex,true,true,1946,0,78m,serial,2.7GHz,0.726013000,3.164429000,5.621765000
luindex,true,true,1506,0,78m,serial,2.7GHz,0.569947000,2.710999000,4.628845000
luindex,true,true,2017,0,78m,serial,2.7GHz,0.729492000,2.985412000,5.539063000
luindex,true,true,2021,0,78m,serial,2.7GHz,0.700195000,2.704529000,5.237122000
luindex,true,true,1652,0,78m,serial,2.7GHz,0.599365000,2.727173000,4.820923000
luindex,true,true,1825,0,78m,serial,2.7GHz,0.658752000,2.741089000,5.047791000
luindex,true,true,1582,0,78m,serial,2.7GHz,0.585755000,2.633301000,4.640381000
luindex,true,true,1998,0,78m,serial,2.7GHz,0.688965000,2.606140000,5.110534000
luindex,true,true,1626,0,78m,serial,2.7GHz,0.592224000,2.619873000,4.677673000
luindex,true,true,1920,0,78m,serial,2.7GHz,0.681091000,2.802491000,5.213257000
luindex,true,true,1474,0,78m,serial,2.7GHz,0.571961000,2.742675000,4.639710000
luindex,true,true,1913,0,78m,serial,2.7GHz,0.717530000,2.748780000,5.208618000
luindex,true,true,1966,0,78m,serial,2.7GHz,0.689697000,2.629516000,5.106140000
luindex,true,true,1533,0,78m,serial,2.7GHz,0.560424000,2.613464000,4.551147000
luindex,true,true,1785,0,78m,serial,2.7GHz,0.639465000,2.601684000,4.852662000
