Benchmark,Objective,CPU Frequency (MHz),Frequency (MHz),Heap Label,Heap Multiplier Value,Heap Size MB,Mean,CI Low,CI High,Tied With Lowest Mean CI
jython,Time,1.6GHz,1600.0,4x,4.0,100,1826.5,1803.995,1848.0025,False
jython,Time,1.6GHz,1600.0,5x,5.0,125,1810.6,1789.7875,1829.7,False
jython,Time,1.6GHz,1600.0,6x,6.0,150,1812.2,1796.3,1829.1025,False
jython,Time,1.8GHz,1800.0,1x,1.0,25,14801.2,14650.9275,14976.745,False
jython,Time,1.8GHz,1800.0,2x,2.0,50,1306.1,1271.4725,1344.71,False
jython,Time,1.8GHz,1800.0,3x,3.0,75,1101.1,1073.7825,1126.8,False
jython,Time,1.8GHz,1800.0,4x,4.0,100,1062.7,1050.995,1078.5,False
jython,Time,1.8GHz,1800.0,5x,5.0,125,1062.6,1038.885,1089.015,False
jython,Time,1.8GHz,1800.0,6x,6.0,150,1079.0,1049.895,1114.405,False
jython,Time,2.0GHz,2000.0,1x,1.0,25,13429.7,13244.795,13589.41,False
jython,Time,2.0GHz,2000.0,2x,2.0,50,1157.1,1123.695,1192.7025,False
jython,Time,2.0GHz,2000.0,3x,3.0,75,1001.2,988.5,1013.005,False
jython,Time,2.0GHz,2000.0,4x,4.0,100,980.5,966.8,994.7025,False
jython,Time,2.0GHz,2000.0,5x,5.0,125,992.7,974.79,1010.815,False
jython,Time,2.0GHz,2000.0,6x,6.0,150,985.4,968.0,1004.2025,False
jython,Time,2.4GHz,2400.0,1x,1.0,25,11632.3,11483.38,11781.6,False
jython,Time,2.4GHz,2400.0,2x,2.0,50,999.9,969.1775,1026.305,False
jython,Time,2.4GHz,2400.0,3x,3.0,75,836.8,822.2,851.3025,False
jython,Time,2.4GHz,2400.0,4x,4.0,100,815.0,804.4975,824.5074999999999,False
jython,Time,2.4GHz,2400.0,5x,5.0,125,808.6,784.9975,837.5,False
jython,Time,2.4GHz,2400.0,6x,6.0,150,819.7,808.695,831.005,False
jython,Time,2.7GHz,2700.0,1x,1.0,25,10562.8,10462.665,10656.9075,False
jython,Time,2.7GHz,2700.0,2x,2.0,50,918.0,875.985,964.005,False
jython,Time,2.7GHz,2700.0,3x,3.0,75,732.4,720.6,744.3,True
jython,Time,2.7GHz,2700.0,4x,4.0,100,727.3,717.9975,737.2075,True
jython,Time,2.7GHz,2700.0,5x,5.0,125,731.1,720.2975,741.5,True
jython,Time,2.7GHz,2700.0,6x,6.0,150,733.6,720.6975,746.805,True
jython,EDP,400MHz,400.0,1x,1.0,25,6905.8196647821005,6624.16643088531,7202.648578206569,False
jython,EDP,400MHz,400.0,2x,2.0,50,74.03894584349999,69.43580340244999,80.19816349930748,False
jython,EDP,400MHz,400.0,3x,3.0,75,45.3353868053,43.77948321672,47.14437003205749,False
jython,EDP,400MHz,400.0,4x,4.0,100,47.7254828567,46.03237594605999,49.503089326464995,False
jython,EDP,400MHz,400.0,5x,5.0,125,43.5812081452,42.607047375985,44.64815637262501,False
jython,EDP,400MHz,400.0,6x,6.0,150,47.38104820310001,46.00557871222999,48.7043271566825,False
jython,EDP,800MHz,800.0,1x,1.0,25,2031.2778136593,1994.6150841575457,2079.0083153681803,False
jython,EDP,800MHz,800.0,2x,2.0,50,18.0352479588,17.1209276019825,18.97850134274,False
jython,EDP,800MHz,800.0,3x,3.0,75,13.0387256092,12.672561632350002,13.4069622688425,False
jython,EDP,800MHz,800.0,4x,4.0,100,12.9824545089,12.3801813789725,13.58762597732,False
jython,EDP,800MHz,800.0,5x,5.0,125,13.2624915523,12.66231830548,13.9364185109575,False
jython,EDP,800MHz,800.0,6x,6.0,150,12.9657151545,12.385107911015,13.532298296202503,False
jython,EDP,1.2GHz,1200.0,1x,1.0,25,1132.6446335355,1116.625322041912,1150.7277641164223,False
jython,EDP,1.2GHz,1200.0,2x,2.0,50,9.5532497437,9.0126976868,10.08134942465,False
jython,EDP,1.2GHz,1200.0,3x,3.0,75,6.774940915499999,6.4782186256175,7.0816422294275005,False
jython,EDP,1.2GHz,1200.0,4x,4.0,100,6.7031143047,6.424334892435,6.959457277847501,False
jython,EDP,1.2GHz,1200.0,5x,5.0,125,6.622641794399999,6.354040009285,6.97846049971,False
jython,EDP,1.2GHz,1200.0,6x,6.0,150,6.629402521499999,6.42057161752,6.856938369124999,False
jython,EDP,1.6GHz,1600.0,1x,1.0,25,2756.7935957979,2670.7601237760528,2884.6782043726553,False
jython,EDP,1.6GHz,1600.0,2x,2.0,50,14.005910469699998,13.2478987014325,14.653195033915004,False
jython,EDP,1.6GHz,1600.0,3x,3.0,75,10.206200224000002,9.9392745159475,10.4556539612925,False
jython,EDP,1.6GHz,1600.0,4x,4.0,100,10.0714665749,9.839438178745,10.3053598368275,False
jython,EDP,1.6GHz,1600.0,5x,5.0,125,9.8584417014,9.648804261202502,10.07474270289,False
jython,EDP,1.6GHz,1600.0,6x,6.0,150,10.656005454,9.7890820914475,11.838380581322502,False
jython,EDP,1.8GHz,1800.0,1x,1.0,25,714.4552162450999,699.5091558913625,730.48142100256,False
jython,EDP,1.8GHz,1800.0,2x,2.0,50,5.7416209345,5.430642503514999,6.103422056139999,False
jython,EDP,1.8GHz,1800.0,3x,3.0,75,4.0788498965,3.889031181215,4.2544932592,False
jython,EDP,1.8GHz,1800.0,4x,4.0,100,3.7964216007,3.7134748909375,3.901403579225,False
jython,EDP,1.8GHz,1800.0,5x,5.0,125,3.7905793789,3.626670417645,3.9924643216,False
jython,EDP,1.8GHz,1800.0,6x,6.0,150,3.920164645999999,3.7183537314975,4.1724902200525,False
jython,EDP,2.0GHz,2000.0,1x,1.0,25,659.4080891217001,642.68165457433,674.1316732833,False
jython,EDP,2.0GHz,2000.0,2x,2.0,50,5.0377116939999995,4.756898458477501,5.364477845425,False
jython,EDP,2.0GHz,2000.0,3x,3.0,75,3.789730187399999,3.695346372045,3.8812474542675,False
jython,EDP,2.0GHz,2000.0,4x,4.0,100,3.6462094749,3.5353921887124997,3.754535466425,False
jython,EDP,2.0GHz,2000.0,5x,5.0,125,3.740975398,3.611587855835,3.8724446676175,False
jython,EDP,2.0GHz,2000.0,6x,6.0,150,3.689526309,3.541372926175,3.8356332649575,False
jython,EDP,2.4GHz,2400.0,1x,1.0,25,635.2021240213,615.2361600112876,656.820911651455,False
jython,EDP,2.4GHz,2400.0,2x,2.0,50,4.8005851764,4.510431500355001,5.052754728945,False
jython,EDP,2.4GHz,2400.0,3x,3.0,75,3.5553749145,3.2592683701125,4.05145573915,False
jython,EDP,2.4GHz,2400.0,4x,4.0,100,3.2080984246,3.1229615986374997,3.2983359182849994,True
jython,EDP,2.4GHz,2400.0,5x,5.0,125,3.1591224288,2.9655272382675,3.3697768511,True
jython,EDP,2.4GHz,2400.0,6x,6.0,150,3.2391865542000007,3.1469161725825,3.3306972285825,False
jython,EDP,2.7GHz,2700.0,1x,1.0,25,627.3671396693,615.2260435924975,638.4160844430226,False
jython,EDP,2.7GHz,2700.0,2x,2.0,50,4.8476709947000005,4.3822542775825,5.3999725604424995,False
jython,EDP,2.7GHz,2700.0,3x,3.0,75,3.0937208033,2.9809816650224996,3.194625211245,True
jython,EDP,2.7GHz,2700.0,4x,4.0,100,3.0523370407,2.97284921738,3.1387930243975,True
jython,EDP,2.7GHz,2700.0,5x,5.0,125,3.1008489995999997,2.9912165343675,3.187214565275,True
jython,EDP,2.7GHz,2700.0,6x,6.0,150,3.0972583902,2.98219172647,3.2037306260324994,True
jython,EDP2,400MHz,400.0,1x,1.0,25,791935.9707116504,729274.656681469,864102.3300663679,False
jython,EDP2,400MHz,400.0,2x,2.0,50,911.0279474663396,829.3980946076376,1025.4020098838082,False
jython,EDP2,400MHz,400.0,3x,3.0,75,415.78121612234463,392.67881559613875,442.8652708455369,False
jython,EDP2,400MHz,400.0,4x,4.0,100,449.71822697450114,422.427573679596,474.7899457491225,False
jython,EDP2,400MHz,400.0,5x,5.0,125,391.440600219299,377.836824492552,406.0247320108574,False
jython,EDP2,400MHz,400.0,6x,6.0,150,445.4902916701068,426.5847162343852,466.85201524594623,False
jython,EDP2,800MHz,800.0,1x,1.0,25,132051.34052807724,128465.7355314977,136735.77694490182,False
jython,EDP2,800MHz,800.0,2x,2.0,50,112.87449307226044,103.49434293927602,122.45738520674844,False
jython,EDP2,800MHz,800.0,3x,3.0,75,68.66874201985426,65.7104859009628,71.60451162112285,False
jython,EDP2,800MHz,800.0,4x,4.0,100,68.27415129991326,63.609892402699344,73.75109680685784,False
jython,EDP2,800MHz,800.0,5x,5.0,125,70.36196782743386,65.3807300412233,76.6292666891194,False
jython,EDP2,800MHz,800.0,6x,6.0,150,68.18449265168152,63.692858923657965,72.73382193688383,False
jython,EDP2,1.2GHz,1200.0,1x,1.0,25,59785.30113904634,58483.72622027445,61213.11795966361,False
jython,EDP2,1.2GHz,1200.0,2x,2.0,50,47.56437264498756,43.36061008005905,51.55954177379683,False
jython,EDP2,1.2GHz,1200.0,3x,3.0,75,28.317900488973994,26.697318298056217,30.1270452984388,False
jython,EDP2,1.2GHz,1200.0,4x,4.0,100,27.6743183787871,25.92212216178092,29.432118528089426,False
jython,EDP2,1.2GHz,1200.0,5x,5.0,125,27.131597798471233,25.43159522485872,29.35518671904007,False
jython,EDP2,1.2GHz,1200.0,6x,6.0,150,27.00602679336983,25.760084108686137,28.449643873833164,False
jython,EDP2,1.6GHz,1600.0,1x,1.0,25,250410.92784558027,237113.2953052112,267004.12162775337,False
jython,EDP2,1.6GHz,1600.0,2x,2.0,50,91.24408041670952,84.05077184717148,97.83758719986976,False
jython,EDP2,1.6GHz,1600.0,3x,3.0,75,56.6485219408774,54.31280484551068,58.919308116786254,False
jython,EDP2,1.6GHz,1600.0,4x,4.0,100,55.55944140430164,53.409403807896545,57.560372599898336,False
jython,EDP2,1.6GHz,1600.0,5x,5.0,125,53.69665947515132,51.91841605149753,55.50958930589944,False
jython,EDP2,1.6GHz,1600.0,6x,6.0,150,63.97930183932824,52.95826487948524,78.9432802135753,False
jython,EDP2,1.8GHz,1800.0,1x,1.0,25,34497.37452384753,33379.074077636214,35680.88628355126,False
jython,EDP2,1.8GHz,1800.0,2x,2.0,50,25.300759617255903,23.220661689492555,27.85091051252683,False
jython,EDP2,1.8GHz,1800.0,3x,3.0,75,15.129545185921287,14.09139641681844,16.125477694483774,False
jython,EDP2,1.8GHz,1800.0,4x,4.0,100,13.569680020312155,13.1039752383978,14.206678119941529,True
jython,EDP2,1.8GHz,1800.0,5x,5.0,125,13.542412087523974,12.699291186604936,14.544816166281736,True
jython,EDP2,1.8GHz,1800.0,6x,6.0,150,14.277091058139092,13.024724174533612,15.712572772131963,True
jython,EDP2,2.0GHz,2000.0,1x,1.0,25,32388.35933763242,31177.293019686374,33444.484144073605,False
jython,EDP2,2.0GHz,2000.0,2x,2.0,50,21.98922933006702,20.001493369719473,24.17556399260484,False
jython,EDP2,2.0GHz,2000.0,3x,3.0,75,14.35239110968629,13.767177922761448,14.896914403338096,False
jython,EDP2,2.0GHz,2000.0,4x,4.0,100,13.568955343270916,12.922544092940534,14.186163180366018,True
jython,EDP2,2.0GHz,2000.0,5x,5.0,125,14.109388227630388,13.359920952500293,14.815202836114452,True
jython,EDP2,2.0GHz,2000.0,6x,6.0,150,13.830247791163025,12.95487690940225,14.666369055579173,True
jython,EDP2,2.4GHz,2400.0,1x,1.0,25,34726.272934703586,32870.611632292785,36723.64107964288,False
jython,EDP2,2.4GHz,2400.0,2x,2.0,50,23.09381091528511,21.14441808008795,24.91727588489696,False
jython,EDP2,2.4GHz,2400.0,3x,3.0,75,15.504909019074564,12.9243970802721,19.471148459608475,True
jython,EDP2,2.4GHz,2400.0,4x,4.0,100,12.636115833618636,12.077505912841136,13.185203148796235,True
jython,EDP2,2.4GHz,2400.0,5x,5.0,125,12.37652105557732,11.197020474735064,13.52393170112059,True
jython,EDP2,2.4GHz,2400.0,6x,6.0,150,12.807631690416816,12.196164983762117,13.311163145454495,True
jython,EDP2,2.7GHz,2700.0,1x,1.0,25,37270.37155831285,36235.7725856101,38245.714501273025,False
jython,EDP2,2.7GHz,2700.0,2x,2.0,50,25.785031531527473,21.777749404126624,30.645773154088808,False
jython,EDP2,2.7GHz,2700.0,3x,3.0,75,13.079517668962486,12.384873921848772,13.73790807807251,True
jython,EDP2,2.7GHz,2700.0,4x,4.0,100,12.816785991467402,12.337474210150116,13.419212718253922,True
jython,EDP2,2.7GHz,2700.0,5x,5.0,125,13.163170451164897,12.505831830554744,13.770473160502576,True
jython,EDP2,2.7GHz,2700.0,6x,6.0,150,13.08750978095228,12.35878822739312,13.755959114325456,True
luindex,Energy,400MHz,400.0,1x,1.0,13,21.462085,19.51078914,23.835239527500004,False
luindex,Energy,400MHz,400.0,2x,2.0,26,13.8470397,11.682436375,15.98595234,False
luindex,Energy,400MHz,400.0,3x,3.0,39,11.0869751,9.3225791725,12.933165845,False
luindex,Energy,400MHz,400.0,4x,4.0,52,12.4794923,10.1478163925,14.9123619975,False
luindex,Energy,400MHz,400.0,5x,5.0,65,11.8498352,10.0957920025,13.841867995,False
luindex,Energy,400MHz,400.0,6x,6.0,78,10.774548499999998,9.105815002499998,12.783286617499998,False
luindex,Energy,800MHz,800.0,1x,1.0,13,13.988879399999998,12.7936035,15.451280257499995,False
luindex,Energy,800MHz,800.0,2x,2.0,26,7.2874389,6.11552495,8.602983670000002,False
luindex,Energy,800MHz,800.0,3x,3.0,39,6.5820373000000005,5.440566825,7.8228617025,False
luindex,Energy,800MHz,800.0,4x,4.0,52,7.8556336,6.374544115000001,9.3760722725,False
luindex,Energy,800MHz,800.0,5x,5.0,65,6.4794922,5.3084200725,7.6919495125,False
luindex,Energy,800MHz,800.0,6x,6.0,78,6.1785339,5.407578055,7.156132507499999,False
luindex,Energy,1.2GHz,1200.0,1x,1.0,13,10.5386168,10.155903824999998,10.941259722500002,False
luindex,Energy,1.2GHz,1200.0,2x,2.0,26,5.1789183,4.9437652375,5.4896663225,True
luindex,Energy,1.2GHz,1200.0,3x,3.0,39,4.9368165,4.447963605,5.75454813,True
luindex,Energy,1.2GHz,1200.0,4x,4.0,52,4.8689515000000005,4.4183882475,5.3539160825,True
luindex,Energy,1.2GHz,1200.0,5x,5.0,65,4.9156251,4.327432304999999,5.933746675,True
luindex,Energy,1.2GHz,1200.0,6x,6.0,78,6.0868167,5.2551659525,7.168306855,False
luindex,Energy,1.6GHz,1600.0,1x,1.0,13,17.747937,16.874413412499997,18.5561584925,False
luindex,Energy,1.6GHz,1600.0,2x,2.0,26,9.6822267,8.998038972500002,10.48331577,False
luindex,Energy,1.6GHz,1600.0,3x,3.0,39,9.2879456,8.521368735000001,10.1714703075,False
luindex,Energy,1.6GHz,1600.0,4x,4.0,52,10.2958373,9.157843740000002,11.5368130725,False
luindex,Energy,1.6GHz,1600.0,5x,5.0,65,9.3671327,8.717461297500002,10.130337435,False
luindex,Energy,1.6GHz,1600.0,6x,6.0,78,9.4004883,8.5638547975,10.4153909675,False
luindex,Energy,1.8GHz,1800.0,1x,1.0,13,9.878143,9.600060032499998,10.13334469,False
luindex,Energy,1.8GHz,1800.0,2x,2.0,26,4.8432493999999995,4.658201215000001,5.088138505,True
luindex,Energy,1.8GHz,1800.0,3x,3.0,39,4.740094299999999,4.2493733250000005,5.287886455,True
luindex,Energy,1.8GHz,1800.0,4x,4.0,52,5.3291748000000005,4.5270363975,6.24566029,True
luindex,Energy,1.8GHz,1800.0,5x,5.0,65,4.5626280999999995,4.166337675,4.9825091975,True
luindex,Energy,1.8GHz,1800.0,6x,6.0,78,4.715618999999999,4.531717472499999,4.931498072499999,True
luindex,Energy,2.0GHz,2000.0,1x,1.0,13,9.8794864,9.55247661,10.1699795775,False
luindex,Energy,2.0GHz,2000.0,2x,2.0,26,5.7716127,5.168076130000001,6.528336337499999,False
luindex,Energy,2.0GHz,2000.0,3x,3.0,39,4.7264526,4.483662024999999,5.023055737499999,True
luindex,Energy,2.0GHz,2000.0,4x,4.0,52,5.1519779,4.62946607,5.730952662499999,True
luindex,Energy,2.0GHz,2000.0,5x,5.0,65,4.589007799999999,4.432042835000001,4.755261782499999,True
luindex,Energy,2.0GHz,2000.0,6x,6.0,78,5.6386536000000005,4.942167352499999,6.38205657,True
luindex,Energy,2.4GHz,2400.0,1x,1.0,13,10.7529661,10.0039473675,11.4939371925,False
luindex,Energy,2.4GHz,2400.0,2x,2.0,26,6.181359800000001,5.7153836600000005,6.8536076075,False
luindex,Energy,2.4GHz,2400.0,3x,3.0,39,6.533819799999999,5.8364432375,7.396238032499999,False
luindex,Energy,2.4GHz,2400.0,4x,4.0,52,5.501873800000001,5.2523253875,5.7545245925,False
luindex,Energy,2.4GHz,2400.0,5x,5.0,65,5.5339903999999995,5.3048747975,5.8044596375,False
luindex,Energy,2.4GHz,2400.0,6x,6.0,78,5.673706,5.412198500000001,5.8983036,False
luindex,Energy,2.7GHz,2700.0,1x,1.0,13,12.030426,11.38313246,12.687325655,False
luindex,Energy,2.7GHz,2700.0,2x,2.0,26,6.3769531,6.0134710575,6.701985802499999,False
luindex,Energy,2.7GHz,2700.0,3x,3.0,39,6.770306499999999,5.889568305,7.7811051675,False
luindex,Energy,2.7GHz,2700.0,4x,4.0,52,6.3987122,5.89179343,6.998135502499999,False
luindex,Energy,2.7GHz,2700.0,5x,5.0,65,5.8403992,5.584760987500001,6.0914224525,False
luindex,Energy,2.7GHz,2700.0,6x,6.0,78,7.124194299999999,6.324884637499999,7.97683725,False
luindex,Time,400MHz,400.0,1x,1.0,13,11900.3,10682.505,13261.3925,False
luindex,Time,400MHz,400.0,2x,2.0,26,7614.5,6468.085000000001,8733.619999999999,False
luindex,Time,400MHz,400.0,3x,3.0,39,6084.8,5136.3425,7132.4675,False
luindex,Time,400MHz,400.0,4x,4.0,52,6887.4,5619.9875,8258.4375,False
luindex,Time,400MHz,400.0,5x,5.0,65,6499.2,5480.6575,7613.202499999999,False
luindex,Time,400MHz,400.0,6x,6.0,78,5982.5,5085.575000000001,7065.2175,False
luindex,Time,800MHz,800.0,1x,1.0,13,6853.1,6263.7075,7491.395,False
luindex,Time,800MHz,800.0,2x,2.0,26,3670.1,3097.7825000000003,4268.1175,False
luindex,Time,800MHz,800.0,3x,3.0,39,3229.7,2813.6775,3793.474999999999,False
luindex,Time,800MHz,800.0,4x,4.0,52,3845.1,3201.7975,4547.7125,False
luindex,Time,800MHz,800.0,5x,5.0,65,3219.7,2767.385,3783.9524999999994,False
luindex,Time,800MHz,800.0,6x,6.0,78,3023.4,2699.045,3477.3924999999995,False
luindex,Time,1.2GHz,1200.0,1x,1.0,13,4491.7,4326.49,4656.835,False
luindex,Time,1.2GHz,1200.0,2x,2.0,26,2358.8,2199.4925,2567.71,False
luindex,Time,1.2GHz,1200.0,3x,3.0,39,2198.0,1993.5975,2469.3175,False
luindex,Time,1.2GHz,1200.0,4x,4.0,52,2197.2,2001.1575,2425.285,False
luindex,Time,1.2GHz,1200.0,5x,5.0,65,2151.7,1931.2975,2540.185,False
luindex,Time,1.2GHz,1200.0,6x,6.0,78,2528.7,2228.9025,2864.3375,False
luindex,Time,1.6GHz,1600.0,1x,1.0,13,5974.0,5681.0675,6265.7074999999995,False
luindex,Time,1.6GHz,1600.0,2x,2.0,26,3192.2,3035.0899999999997,3424.1275,False
luindex,Time,1.6GHz,1600.0,3x,3.0,39,3112.2,2868.6875000000005,3452.7,False
luindex,Time,1.6GHz,1600.0,4x,4.0,52,3455.8,3056.5899999999997,3868.3825,False
luindex,Time,1.6GHz,1600.0,5x,5.0,65,3141.3,2899.5,3397.885,False
luindex,Time,1.6GHz,1600.0,6x,6.0,78,3147.0,2861.2675000000004,3495.2625,False
luindex,Time,1.8GHz,1800.0,1x,1.0,13,3288.6,3192.0825,3392.1175,False
luindex,Time,1.8GHz,1800.0,2x,2.0,26,1726.7,1649.7,1823.525,True
luindex,Time,1.8GHz,1800.0,3x,3.0,39,1682.5,1549.195,1830.415,True
luindex,Time,1.8GHz,1800.0,4x,4.0,52,1868.7,1695.9225,2027.62,True
luindex,Time,1.8GHz,1800.0,5x,5.0,65,1734.6,1576.59,1901.3575,True
luindex,Time,1.8GHz,1800.0,6x,6.0,78,1736.9,1627.39,1860.755,True
luindex,Time,2.0GHz,2000.0,1x,1.0,13,3067.6,2954.095,3225.1324999999997,False
luindex,Time,2.0GHz,2000.0,2x,2.0,26,1927.3,1724.9875,2146.115,True
luindex,Time,2.0GHz,2000.0,3x,3.0,39,1684.3,1582.1725,1791.525,True
luindex,Time,2.0GHz,2000.0,4x,4.0,52,1837.0,1688.2375,1971.75,True
luindex,Time,2.0GHz,2000.0,5x,5.0,65,1719.4,1591.26,1848.7875,True
luindex,Time,2.0GHz,2000.0,6x,6.0,78,1806.8,1667.3925000000002,1953.6175,True
luindex,Time,2.4GHz,2400.0,1x,1.0,13,2663.5,2473.4875,2857.6175,False
luindex,Time,2.4GHz,2400.0,2x,2.0,26,1851.3,1706.4775,1985.8375,True
luindex,Time,2.4GHz,2400.0,3x,3.0,39,1848.3,1635.7825,2094.9825,True
luindex,Time,2.4GHz,2400.0,4x,4.0,52,1675.8,1527.1275,1826.8575,True
luindex,Time,2.4GHz,2400.0,5x,5.0,65,1809.3,1662.9925,1962.7375,True
luindex,Time,2.4GHz,2400.0,6x,6.0,78,1579.9,1430.7925,1761.21,True
luindex,Time,2.7GHz,2700.0,1x,1.0,13,2592.4,2443.1,2748.2,False
luindex,Time,2.7GHz,2700.0,2x,2.0,26,1808.2,1673.03,1947.005,True
luindex,Time,2.7GHz,2700.0,3x,3.0,39,1965.3,1737.2625,2146.135,True
luindex,Time,2.7GHz,2700.0,4x,4.0,52,1729.1,1609.27,1873.2375,True
luindex,Time,2.7GHz,2700.0,5x,5.0,65,1665.5,1556.2975,1768.3449999999998,True
luindex,Time,2.7GHz,2700.0,6x,6.0,78,1902.4,1759.97,2067.9,True
luindex,EDP,400MHz,400.0,1x,1.0,13,263.0060007095,209.13787530851005,332.548908610105,False
luindex,EDP,400MHz,400.0,2x,2.0,26,112.3591354323,80.7717306982625,144.52549974193,False
luindex,EDP,400MHz,400.0,3x,3.0,39,72.2820811128,48.7343375275,99.5470290063725,False
luindex,EDP,400MHz,400.0,4x,4.0,52,94.50849254300002,58.3741883948025,132.05819644644498,False
luindex,EDP,400MHz,400.0,5x,5.0,65,82.4336661083,57.35170655766253,109.796975468185,False
luindex,EDP,400MHz,400.0,6x,6.0,78,69.1974868018,46.104783897965,93.10233936828,False
luindex,EDP,800MHz,800.0,1x,1.0,13,98.1490455678,81.10818729091001,121.84368449345251,False
luindex,EDP,800MHz,800.0,2x,2.0,26,28.6422659842,20.8269733393775,39.47247248743,False
luindex,EDP,800MHz,800.0,3x,3.0,39,22.8490537122,14.595427503425,31.504982836932495,False
luindex,EDP,800MHz,800.0,4x,4.0,52,32.863108418799996,22.41402247461,44.741171797735,False
luindex,EDP,800MHz,800.0,5x,5.0,65,22.5532436795,14.70958459681,32.508339988589995,False
luindex,EDP,800MHz,800.0,6x,6.0,78,19.5747614818,14.498523112895,26.054542604569992,False
luindex,EDP,1.2GHz,1200.0,1x,1.0,13,47.503966809999994,43.7404862247225,51.289921069562496,False
luindex,EDP,1.2GHz,1200.0,2x,2.0,26,12.3491944775,10.8514652310925,14.2061367739275,False
luindex,EDP,1.2GHz,1200.0,3x,3.0,39,11.300092554899996,8.887296080885,14.853803982422496,False
luindex,EDP,1.2GHz,1200.0,4x,4.0,52,10.9813296981,8.9121458461325,13.278493866057495,False
luindex,EDP,1.2GHz,1200.0,5x,5.0,65,11.2840176281,8.341773767715,16.519930147855003,True
luindex,EDP,1.2GHz,1200.0,6x,6.0,78,16.2136359272,11.633987873085005,21.714573792034994,False
luindex,EDP,1.6GHz,1600.0,1x,1.0,13,106.7216772479,96.57131872761002,117.88916053657248,False
luindex,EDP,1.6GHz,1600.0,2x,2.0,26,31.246709759500003,27.462786573445,36.37426360025,False
luindex,EDP,1.6GHz,1600.0,3x,3.0,39,29.570827219600005,24.5967334285,36.221506466165,False
luindex,EDP,1.6GHz,1600.0,4x,4.0,52,36.8531303728,28.628947531115003,45.06514842354749,False
luindex,EDP,1.6GHz,1600.0,5x,5.0,65,29.8722682288,25.570900764077493,34.957961704677494,False
luindex,EDP,1.6GHz,1600.0,6x,6.0,78,30.339298026200005,24.518500751057505,37.207534224745,False
luindex,EDP,1.8GHz,1800.0,1x,1.0,13,32.54706654779999,30.4876306638275,34.2991890407325,False
luindex,EDP,1.8GHz,1800.0,2x,2.0,26,8.412230447899999,7.734596480909999,9.340360470895002,True
luindex,EDP,1.8GHz,1800.0,3x,3.0,39,8.1742572582,6.6075663668025,9.847362920595002,True
luindex,EDP,1.8GHz,1800.0,4x,4.0,52,10.2244674577,8.121864206442499,12.59403874219,True
luindex,EDP,1.8GHz,1800.0,5x,5.0,65,8.0647566711,6.670322930595001,9.6082461902475,True
luindex,EDP,1.8GHz,1800.0,6x,6.0,78,8.2466413926,7.3674062838925,9.273409956199998,True
luindex,EDP,2.0GHz,2000.0,1x,1.0,13,30.38703998239999,28.335418366760003,32.519311942967505,False
luindex,EDP,2.0GHz,2000.0,2x,2.0,26,11.495736996,9.0174969292175,14.809761920884998,False
luindex,EDP,2.0GHz,2000.0,3x,3.0,39,8.019265151099999,7.1976122520175,9.013430137525,True
luindex,EDP,2.0GHz,2000.0,4x,4.0,52,9.6071794197,7.965573728724999,11.174017839265,True
luindex,EDP,2.0GHz,2000.0,5x,5.0,65,7.9391293365,7.124277616815,8.7908837461875,True
luindex,EDP,2.0GHz,2000.0,6x,6.0,78,10.4097651379,8.3443911489375,12.50164563022,True
luindex,EDP,2.4GHz,2400.0,1x,1.0,13,29.0234420721,25.07409215472,33.48002833094749,False
luindex,EDP,2.4GHz,2400.0,2x,2.0,26,11.5836344136,9.9362475581925,13.826275155977498,False
luindex,EDP,2.4GHz,2400.0,3x,3.0,39,12.2386169181,9.8718289061125,14.7487979105975,False
luindex,EDP,2.4GHz,2400.0,4x,4.0,52,9.2411395584,8.30833441198,10.387183955685,True
luindex,EDP,2.4GHz,2400.0,5x,5.0,65,10.0300132909,9.066404094405002,11.1490830218025,False
luindex,EDP,2.4GHz,2400.0,6x,6.0,78,8.9961916844,7.9619816378050015,10.21216421126,True
luindex,EDP,2.7GHz,2700.0,1x,1.0,13,31.4062116278,27.749430319097502,34.903404270204994,False
luindex,EDP,2.7GHz,2700.0,2x,2.0,26,11.5754729662,10.34622255559,12.7814327719175,False
luindex,EDP,2.7GHz,2700.0,3x,3.0,39,13.7033849753,10.684222463985002,17.444435648852497,False
luindex,EDP,2.7GHz,2700.0,4x,4.0,52,11.0323041458,9.91020390363,12.2977551229175,False
luindex,EDP,2.7GHz,2700.0,5x,5.0,65,9.768448712,8.88252416682,10.7166252320925,False
luindex,EDP,2.7GHz,2700.0,6x,6.0,78,13.824639620899998,11.51679125019,16.570137710512498,False
luindex,EDP2,400MHz,400.0,1x,1.0,13,6001.117669250397,4111.441550680916,8379.93288225718,False
luindex,EDP2,400MHz,400.0,2x,2.0,26,1744.3831517195172,1053.176340831947,2432.610957199947,False
luindex,EDP2,400MHz,400.0,3x,3.0,39,924.2863224951928,466.1013278552195,1467.7175609533938,False
luindex,EDP2,400MHz,400.0,4x,4.0,52,1409.2356089763111,715.9917338230313,2158.1674395677223,False
luindex,EDP2,400MHz,400.0,5x,5.0,65,1111.8232909981116,601.8179717414864,1674.188859913667,False
luindex,EDP2,400MHz,400.0,6x,6.0,78,863.9907723878754,447.21171091721914,1399.1709604184066,False
luindex,EDP2,800MHz,800.0,1x,1.0,13,1443.643530833121,1032.425272978767,1905.989991253284,False
