Benchmark,Objective,CPU Frequency (MHz),Frequency (MHz),Heap Label,Heap Multiplier Value,Heap Size MB,Mean,CI Low,CI High,Tied With Lowest Mean CI
luindex,EDP,1.2GHz,1200.0,2x,2.0,26,11.443412651,9.95441090375,13.27582650582,False
luindex,EDP,1.2GHz,1200.0,3x,3.0,39,10.6524238724,8.0602877492275,13.523962019632496,False
luindex,EDP,1.2GHz,1200.0,4x,4.0,52,10.2813905665,7.899230143829999,13.061731962294996,False
luindex,EDP,1.2GHz,1200.0,5x,5.0,65,10.0097890714,7.794415947470002,13.414978860707498,False
luindex,EDP,1.2GHz,1200.0,6x,6.0,78,8.174926025199998,7.03740548363,9.6696958351775,False
luindex,EDP,1.6GHz,1600.0,1x,1.0,13,11.7276026591,10.17916685584,13.568595148547502,False
luindex,EDP,1.6GHz,1600.0,2x,2.0,26,6.1856712918,5.64359845426,6.8472428958750005,True
luindex,EDP,1.6GHz,1600.0,3x,3.0,39,7.601043121999998,6.34030389452,9.20561666301,True
luindex,EDP,1.6GHz,1600.0,4x,4.0,52,7.3191610729,6.0284245528225,8.851852817354999,True
luindex,EDP,1.6GHz,1600.0,5x,5.0,65,6.934026252699999,5.806042591220001,8.3670080737975,True
luindex,EDP,1.6GHz,1600.0,6x,6.0,78,6.5641368702000005,5.685044003535,7.698359964587499,True
luindex,EDP,2.0GHz,2000.0,1x,1.0,13,9.8310935202,8.950259901619997,10.739017653655,False
luindex,EDP,2.0GHz,2000.0,2x,2.0,26,8.286433045899999,6.980967498019999,9.678683965177498,False
luindex,EDP,2.0GHz,2000.0,3x,3.0,39,7.243382932499999,6.4498430875000015,8.1605153243275,True
luindex,EDP,2.0GHz,2000.0,4x,4.0,52,7.1684372953999995,6.200724810565,8.033535466439998,True
luindex,EDP,2.0GHz,2000.0,5x,5.0,65,8.126806560999999,6.558717133167502,9.7328077707125,True
luindex,EDP,2.0GHz,2000.0,6x,6.0,78,7.761182517900001,6.837786941269999,8.619126200137499,True
luindex,EDP,2.4GHz,2400.0,1x,1.0,13,10.452438570800002,9.44301499903,11.5138871592825,False
luindex,EDP,2.4GHz,2400.0,2x,2.0,26,8.9198618349,7.8517558779675,10.2667321552825,False
luindex,EDP,2.4GHz,2400.0,3x,3.0,39,9.0625126229,8.096420253635,9.974853053240002,False
luindex,EDP,2.4GHz,2400.0,4x,4.0,52,8.9383547065,7.786779489820001,10.072697059325,False
luindex,EDP,2.4GHz,2400.0,5x,5.0,65,8.8135620383,7.545819632357498,10.4819004697625,False
luindex,EDP,2.4GHz,2400.0,6x,6.0,78,8.419057808000002,6.963233038945001,9.903265287155,False
luindex,EDP,2.7GHz,2700.0,1x,1.0,13,11.2095330549,10.280518138365002,12.16636858324,False
luindex,EDP,2.7GHz,2700.0,2x,2.0,26,8.6813748691,7.4086745821275,10.200382081162498,False
luindex,EDP,2.7GHz,2700.0,3x,3.0,39,9.4454672143,8.839706098859999,10.1048324759475,False
luindex,EDP,2.7GHz,2700.0,4x,4.0,52,9.154323717,7.592678991485,11.140509832412503,False
luindex,EDP,2.7GHz,2700.0,5x,5.0,65,10.9487503436,9.72788915885,12.343056759904998,False
luindex,EDP,2.7GHz,2700.0,6x,6.0,78,9.3703990532,7.6268360915225,11.2484339408025,False
luindex,EDP2,400MHz,400.0,1x,1.0,13,1980.3006436093551,1284.220744432202,2716.193842418176,False
luindex,EDP2,400MHz,400.0,2x,2.0,26,410.4018373058264,265.930149703625,604.2393478139408,False
luindex,EDP2,400MHz,400.0,3x,3.0,39,539.402634336028,267.22792079783477,895.2342315868401,False
luindex,EDP2,400MHz,400.0,4x,4.0,52,604.1730607865586,368.7860885474231,858.1989723615026,False
luindex,EDP2,400MHz,400.0,5x,5.0,65,950.6669576126512,552.1758650405008,1400.8946709440788,False
luindex,EDP2,400MHz,400.0,6x,6.0,78,342.32311160478855,225.0082715885755,559.3248041013262,False
luindex,EDP2,800MHz,800.0,1x,1.0,13,212.90852723957005,164.2729019959965,290.9052872254898,False
luindex,EDP2,800MHz,800.0,2x,2.0,26,73.24785832952128,59.10026742096159,94.99795087166666,False
luindex,EDP2,800MHz,800.0,3x,3.0,39,109.4363340209359,67.45490327437436,161.23844253876592,False
luindex,EDP2,800MHz,800.0,4x,4.0,52,111.25095074213571,69.23856728620991,165.3185956912065,False
luindex,EDP2,800MHz,800.0,5x,5.0,65,110.81358471976046,73.37243235626576,157.97054263244516,False
luindex,EDP2,800MHz,800.0,6x,6.0,78,78.27727748703538,56.48167608781965,112.52864198294846,False
luindex,EDP2,1.2GHz,1200.0,1x,1.0,13,78.3656020238868,71.35194622823704,87.19516244730423,False
luindex,EDP2,1.2GHz,1200.0,2x,2.0,26,58.67590328100645,47.42497641897871,72.65591966380735,False
luindex,EDP2,1.2GHz,1200.0,3x,3.0,39,56.09986839079154,33.42287016193246,81.93676475605436,False
luindex,EDP2,1.2GHz,1200.0,4x,4.0,52,51.37588797908954,33.30918133857835,75.02883583995143,False
luindex,EDP2,1.2GHz,1200.0,5x,5.0,65,50.43313900086929,31.73605251234226,80.30418955897414,False
luindex,EDP2,1.2GHz,1200.0,6x,6.0,78,35.24230582454491,27.90964718239332,45.86001111593408,False
luindex,EDP2,1.6GHz,1600.0,1x,1.0,13,64.5938345172376,52.21245455420405,77.64950216588292,False
luindex,EDP2,1.6GHz,1600.0,2x,2.0,26,24.049990806340844,20.885847428536344,27.868624662589777,True
luindex,EDP2,1.6GHz,1600.0,3x,3.0,39,33.878542717405736,24.864535528586316,43.90198697063011,True
luindex,EDP2,1.6GHz,1600.0,4x,4.0,52,31.249005823925547,23.22801490104508,42.403065037564375,True
luindex,EDP2,1.6GHz,1600.0,5x,5.0,65,28.82089431955431,21.847686598673715,38.24175585130536,True
luindex,EDP2,1.6GHz,1600.0,6x,6.0,78,26.88600745329012,20.955890459124316,34.062542028621166,True
luindex,EDP2,2.0GHz,2000.0,1x,1.0,13,53.86168065725743,47.4985716957424,60.55730456845991,False
luindex,EDP2,2.0GHz,2000.0,2x,2.0,26,38.4237772711805,30.10456214550689,48.63998043566697,False
luindex,EDP2,2.0GHz,2000.0,3x,3.0,39,32.131724245923905,26.731254886215737,37.47722300017657,True
luindex,EDP2,2.0GHz,2000.0,4x,4.0,52,30.744586417506486,24.637496104949015,37.132177063310145,True
luindex,EDP2,2.0GHz,2000.0,5x,5.0,65,38.65928770914617,28.73000295227491,48.45622490680334,False
luindex,EDP2,2.0GHz,2000.0,6x,6.0,78,37.01032115199955,29.826339606143936,43.87863833648067,False
luindex,EDP2,2.4GHz,2400.0,1x,1.0,13,62.682314040992594,55.564937092755656,70.57043388005395,False
luindex,EDP2,2.4GHz,2400.0,2x,2.0,26,46.23082344707452,38.865415777670634,55.72291046157997,False
luindex,EDP2,2.4GHz,2400.0,3x,3.0,39,46.14388935031597,38.96844272081049,52.73098196665748,False
luindex,EDP2,2.4GHz,2400.0,4x,4.0,52,45.31578704974659,37.11616416563034,53.88380590041174,False
luindex,EDP2,2.4GHz,2400.0,5x,5.0,65,47.13101546659085,35.57131119597134,63.34543165113721,False
luindex,EDP2,2.4GHz,2400.0,6x,6.0,78,41.62737812729615,32.27460132903163,50.376568691428325,False
luindex,EDP2,2.7GHz,2700.0,1x,1.0,13,72.65790064348602,64.8189966159279,80.89119044783209,False
luindex,EDP2,2.7GHz,2700.0,2x,2.0,26,46.35294092924779,35.98974327927731,59.25604084551246,False
luindex,EDP2,2.7GHz,2700.0,3x,3.0,39,49.37958565645496,45.22358106619299,53.517699251400266,False
luindex,EDP2,2.7GHz,2700.0,4x,4.0,52,50.43546300021169,36.766391236682495,69.3556528098847,False
luindex,EDP2,2.7GHz,2700.0,5x,5.0,65,64.68795919046246,51.34515958092211,80.58984932054969,False
luindex,EDP2,2.7GHz,2700.0,6x,6.0,78,50.57713059947866,38.34446165221543,65.81199034043232,False
lusearch,Energy,400MHz,400.0,1x,1.0,5,14.898168900000002,12.7415867725,17.391715649999995,False
lusearch,Energy,400MHz,400.0,2x,2.0,10,5.985937600000001,5.954642807499999,6.016028967499999,False
lusearch,Energy,400MHz,400.0,3x,3.0,15,6.1812071,5.988482457500001,6.395549915,False
lusearch,Energy,400MHz,400.0,4x,4.0,20,6.4209473,6.2648254775,6.638974762500001,False
lusearch,Energy,400MHz,400.0,5x,5.0,25,5.8747681,5.8080331075,5.93981757,False
lusearch,Energy,400MHz,400.0,6x,6.0,30,5.723749,5.6729975825,5.7731415425,False
lusearch,Energy,800MHz,800.0,1x,1.0,5,9.5049623,8.101942530000002,10.9725156775,False
lusearch,Energy,800MHz,800.0,2x,2.0,10,3.4451352999999996,3.4041622375,3.4852198449999996,False
lusearch,Energy,800MHz,800.0,3x,3.0,15,3.801464900000001,3.7576009300000006,3.84078609,False
lusearch,Energy,800MHz,800.0,4x,4.0,20,3.4233336999999997,3.3735447875,3.4735625699999995,False
lusearch,Energy,800MHz,800.0,5x,5.0,25,3.3940551999999995,3.334517439999999,3.4521995924999995,False
lusearch,Energy,800MHz,800.0,6x,6.0,30,3.3769529,3.3333887324999996,3.4280097174999997,False
lusearch,Energy,1.2GHz,1200.0,1x,1.0,5,6.6756896999999995,5.677204489999999,7.7247000325,False
lusearch,Energy,1.2GHz,1200.0,2x,2.0,10,2.6758117,2.6325351500000003,2.7143255724999995,False
lusearch,Energy,1.2GHz,1200.0,3x,3.0,15,3.0718081,3.0478017800000003,3.096052635,False
lusearch,Energy,1.2GHz,1200.0,4x,4.0,20,2.6415284000000008,2.5842182374999996,2.7044614050000004,False
lusearch,Energy,1.2GHz,1200.0,5x,5.0,25,2.6571287999999997,2.6058773425,2.7156180375000005,False
lusearch,Energy,1.2GHz,1200.0,6x,6.0,30,2.5993957,2.5655636,2.6388407124999995,False
lusearch,Energy,1.6GHz,1600.0,1x,1.0,5,7.111828700000001,6.106139472500001,8.0126954,False
lusearch,Energy,1.6GHz,1600.0,2x,2.0,10,2.3961794000000003,2.3396324725,2.4693283275,False
lusearch,Energy,1.6GHz,1600.0,3x,3.0,15,2.8193967,2.793138275,2.8431140899999994,False
lusearch,Energy,1.6GHz,1600.0,4x,4.0,20,2.3212342999999995,2.2847210700000007,2.3596044175,True
lusearch,Energy,1.6GHz,1600.0,5x,5.0,25,2.2965698999999997,2.2467155950000004,2.3373058699999993,True
lusearch,Energy,1.6GHz,1600.0,6x,6.0,30,2.3189512999999997,2.2864580775,2.3539826175,True
lusearch,Energy,2.0GHz,2000.0,1x,1.0,5,7.292798,6.1336568924999995,8.21568762,False
lusearch,Energy,2.0GHz,2000.0,2x,2.0,10,2.412671,2.38396929,2.4432500575,False
lusearch,Energy,2.0GHz,2000.0,3x,3.0,15,2.9764098,2.6590638,3.5410796675,False
lusearch,Energy,2.0GHz,2000.0,4x,4.0,20,2.3690918,2.3222024625,2.4188456725000003,True
lusearch,Energy,2.0GHz,2000.0,5x,5.0,25,2.383069,2.3515387499999996,2.412900105,False
lusearch,Energy,2.0GHz,2000.0,6x,6.0,30,2.3407654,2.305692245,2.3709228,True
lusearch,Energy,2.4GHz,2400.0,1x,1.0,5,7.071472399999999,5.9838766125000005,8.151917764999999,False
lusearch,Energy,2.4GHz,2400.0,2x,2.0,10,2.5464048999999997,2.522673065,2.5717093999999996,False
lusearch,Energy,2.4GHz,2400.0,3x,3.0,15,2.8326234,2.7895602399999997,2.8746379274999994,False
lusearch,Energy,2.4GHz,2400.0,4x,4.0,20,2.6231507,2.555058005,2.6831266974999997,False
lusearch,Energy,2.4GHz,2400.0,5x,5.0,25,2.5065125000000004,2.4597565025,2.5513981600000006,False
lusearch,Energy,2.4GHz,2400.0,6x,6.0,30,2.4626465000000004,2.406878745,2.50957188,False
lusearch,Energy,2.7GHz,2700.0,1x,1.0,5,7.9598939999999985,6.757088205000001,9.1666669225,False
lusearch,Energy,2.7GHz,2700.0,2x,2.0,10,2.7656556,2.7477352225,2.787994565,False
lusearch,Energy,2.7GHz,2700.0,3x,3.0,15,2.9889403999999997,2.9309115225,3.0428993249999996,False
lusearch,Energy,2.7GHz,2700.0,4x,4.0,20,2.6860351000000007,2.659633945,2.7107507975000003,False
lusearch,Energy,2.7GHz,2700.0,5x,5.0,25,2.6797303999999995,2.6449482275000005,2.7123388125000005,False
lusearch,Energy,2.7GHz,2700.0,6x,6.0,30,2.6623595,2.6292960900000004,2.6951476,False
lusearch,Time,400MHz,400.0,1x,1.0,5,8371.0,7057.6,9690.3875,False
lusearch,Time,400MHz,400.0,2x,2.0,10,3380.8,3355.9875,3408.3025,False
lusearch,Time,400MHz,400.0,3x,3.0,15,3364.5,3315.495,3426.51,False
lusearch,Time,400MHz,400.0,4x,4.0,20,3353.7,3311.3825,3395.5,False
lusearch,Time,400MHz,400.0,5x,5.0,25,3286.8,3252.9925,3321.5075,False
lusearch,Time,400MHz,400.0,6x,6.0,30,3249.7,3229.99,3272.0025,False
lusearch,Time,800MHz,800.0,1x,1.0,5,4585.2,3874.755,5283.7,False
lusearch,Time,800MHz,800.0,2x,2.0,10,1682.7,1663.1925,1699.215,False
lusearch,Time,800MHz,800.0,3x,3.0,15,1691.0,1677.6,1703.7025,False
lusearch,Time,800MHz,800.0,4x,4.0,20,1667.7,1651.2,1688.605,False
lusearch,Time,800MHz,800.0,5x,5.0,25,1650.4,1631.1975,1670.8125,False
lusearch,Time,800MHz,800.0,6x,6.0,30,1644.5,1631.2975,1657.9050000000002,False
lusearch,Time,1.2GHz,1200.0,1x,1.0,5,2701.2,2322.2700000000004,3138.4025,False
lusearch,Time,1.2GHz,1200.0,2x,2.0,10,1098.4,1082.5975,1109.9,False
lusearch,Time,1.2GHz,1200.0,3x,3.0,15,1112.6,1105.695,1120.2025,False
lusearch,Time,1.2GHz,1200.0,4x,4.0,20,1080.3,1069.4,1092.8025,False
lusearch,Time,1.2GHz,1200.0,5x,5.0,25,1076.7,1063.3,1090.605,False
lusearch,Time,1.2GHz,1200.0,6x,6.0,30,1067.6,1054.5925,1081.0075,False
lusearch,Time,1.6GHz,1600.0,1x,1.0,5,2432.4,2103.5600000000004,2752.1225,False
lusearch,Time,1.6GHz,1600.0,2x,2.0,10,833.4,823.5,843.4024999999999,False
lusearch,Time,1.6GHz,1600.0,3x,3.0,15,835.5,831.6975,839.0999999999999,False
lusearch,Time,1.6GHz,1600.0,4x,4.0,20,813.1,804.7974999999999,820.6025,False
lusearch,Time,1.6GHz,1600.0,5x,5.0,25,803.2,790.595,814.0,False
lusearch,Time,1.6GHz,1600.0,6x,6.0,30,807.6,800.0999999999999,815.3025,False
lusearch,Time,2.0GHz,2000.0,1x,1.0,5,1950.0,1670.76,2204.82,False
lusearch,Time,2.0GHz,2000.0,2x,2.0,10,661.7,655.7974999999999,669.6,False
lusearch,Time,2.0GHz,2000.0,3x,3.0,15,679.0,652.995,725.7,False
lusearch,Time,2.0GHz,2000.0,4x,4.0,20,649.8,642.7,657.0,False
lusearch,Time,2.0GHz,2000.0,5x,5.0,25,645.0,636.4,653.9000000000001,False
lusearch,Time,2.0GHz,2000.0,6x,6.0,30,643.9,637.4975000000001,649.6025,False
lusearch,Time,2.4GHz,2400.0,1x,1.0,5,1491.0,1253.4925,1717.8325,False
lusearch,Time,2.4GHz,2400.0,2x,2.0,10,548.7,543.3974999999999,554.3025,False
lusearch,Time,2.4GHz,2400.0,3x,3.0,15,546.4,540.9000000000001,552.0999999999999,False
lusearch,Time,2.4GHz,2400.0,4x,4.0,20,547.6,539.395,556.51,False
lusearch,Time,2.4GHz,2400.0,5x,5.0,25,538.3,531.0975,545.4,False
lusearch,Time,2.4GHz,2400.0,6x,6.0,30,528.2,517.5,536.5,False
lusearch,Time,2.7GHz,2700.0,1x,1.0,5,1425.6,1205.6875,1646.7075,False
lusearch,Time,2.7GHz,2700.0,2x,2.0,10,495.5,491.9,499.6025,False
lusearch,Time,2.7GHz,2700.0,3x,3.0,15,490.8,484.3,497.0,False
lusearch,Time,2.7GHz,2700.0,4x,4.0,20,482.3,478.5,485.9,True
lusearch,Time,2.7GHz,2700.0,5x,5.0,25,479.1,475.3,483.3,True
lusearch,Time,2.7GHz,2700.0,6x,6.0,30,476.0,469.995,480.9,True
lusearch,EDP,400MHz,400.0,1x,1.0,5,133.3197970954,89.94467378185001,174.9526477712825,False
lusearch,EDP,400MHz,400.0,2x,2.0,10,20.239126083700004,20.000244254484997,20.5036108122925,False
lusearch,EDP,400MHz,400.0,3x,3.0,15,20.8125499175,19.9099480639125,21.773682263054997,False
lusearch,EDP,400MHz,400.0,4x,4.0,20,21.5504712649,20.787264831507503,22.4282298538,False
lusearch,EDP,400MHz,400.0,5x,5.0,25,19.3149726792,18.88917698964,19.77995734651,False
lusearch,EDP,400MHz,400.0,6x,6.0,30,18.6031011301,18.315188622552505,18.864016453422497,False
lusearch,EDP,800MHz,800.0,1x,1.0,5,46.1504351776,33.68301478397749,58.3022402635325,False
lusearch,EDP,800MHz,800.0,2x,2.0,10,5.7988019777,5.678906995195,5.9149727930900005,False
lusearch,EDP,800MHz,800.0,3x,3.0,15,6.429506567200001,6.300316592475001,6.53410503284,False
lusearch,EDP,800MHz,800.0,4x,4.0,20,5.7111862899000005,5.581543666699999,5.877266557,False
lusearch,EDP,800MHz,800.0,5x,5.0,25,5.6044884468,5.440652149647501,5.764587395357499,False
lusearch,EDP,800MHz,800.0,6x,6.0,30,5.554966737700001,5.433968120252501,5.673399958077499,False
lusearch,EDP,1.2GHz,1200.0,1x,1.0,5,19.0735598092,13.2203539611525,25.099909198464992,False
lusearch,EDP,1.2GHz,1200.0,2x,2.0,10,2.9405015438000004,2.8508958869175,3.01279768233,False
lusearch,EDP,1.2GHz,1200.0,3x,3.0,15,3.4178727766000003,3.3793910913724994,3.4579588277749997,False
lusearch,EDP,1.2GHz,1200.0,4x,4.0,20,2.8553038934,2.76723487321,2.9591676586624995,False
lusearch,EDP,1.2GHz,1200.0,5x,5.0,25,2.8628791948000005,2.7742044830625,2.9692965855525,False
lusearch,EDP,1.2GHz,1200.0,6x,6.0,30,2.7762261576,2.6999420397775,2.8406411581625,False
lusearch,EDP,1.6GHz,1600.0,1x,1.0,5,18.103893540500003,13.596910693635,21.87035904258,False
lusearch,EDP,1.6GHz,1600.0,2x,2.0,10,1.9985683591999996,1.9303428922925003,2.0818991382224996,False
lusearch,EDP,1.6GHz,1600.0,3x,3.0,15,2.3557661352,2.327727622965,2.3838206941049997,False
lusearch,EDP,1.6GHz,1600.0,4x,4.0,20,1.8881093907,1.842686832055,1.9344161572775,False
lusearch,EDP,1.6GHz,1600.0,5x,5.0,25,1.845941872,1.7801108855575,1.9045884705475,False
lusearch,EDP,1.6GHz,1600.0,6x,6.0,30,1.8733052917,1.8358378504,1.9214548478875,False
lusearch,EDP,2.0GHz,2000.0,1x,1.0,5,14.987092874500002,11.177259840332502,18.50549119942501,False
lusearch,EDP,2.0GHz,2000.0,2x,2.0,10,1.5970024224,1.563055733265,1.6364598298575004,False
lusearch,EDP,2.0GHz,2000.0,3x,3.0,15,2.0718205258,1.7443393444725002,2.6711429126125,False
lusearch,EDP,2.0GHz,2000.0,4x,4.0,20,1.5402978054,1.4946056847725,1.58980861078,False
lusearch,EDP,2.0GHz,2000.0,5x,5.0,25,1.537695862,1.49989413255,1.5807468207050002,False
lusearch,EDP,2.0GHz,2000.0,6x,6.0,30,1.5075878738,1.47429249265,1.53617349988,False
lusearch,EDP,2.4GHz,2400.0,1x,1.0,5,11.1720146862,8.1687883639075,14.40133366935,False
lusearch,EDP,2.4GHz,2400.0,2x,2.0,10,1.3975001921,1.3729819463025004,1.4246350930925,False
lusearch,EDP,2.4GHz,2400.0,3x,3.0,15,1.5481665092,1.51216713213,1.5853453107475,False
lusearch,EDP,2.4GHz,2400.0,4x,4.0,20,1.4376247973000005,1.3863206711375002,1.4899076173125,False
lusearch,EDP,2.4GHz,2400.0,5x,5.0,25,1.3500689221,1.3070434109875,1.3925820191650002,False
lusearch,EDP,2.4GHz,2400.0,6x,6.0,30,1.3019742558,1.250300561645,1.3445469904749998,True
lusearch,EDP,2.7GHz,2700.0,1x,1.0,5,12.0448190425,8.64086093379,15.278760677070004,False
lusearch,EDP,2.7GHz,2700.0,2x,2.0,10,1.3704802577,1.3545854209,1.38758388514,False
lusearch,EDP,2.7GHz,2700.0,3x,3.0,15,1.4678800765000002,1.42169686197,1.5095969418650002,False
lusearch,EDP,2.7GHz,2700.0,4x,4.0,20,1.2956433811,1.2738335669649998,1.3157519526325,True
lusearch,EDP,2.7GHz,2700.0,5x,5.0,25,1.2841897452,1.25678504926,1.3103757338575002,True
lusearch,EDP,2.7GHz,2700.0,6x,6.0,30,1.2676931265000002,1.2337691197625,1.2927199918075,True
lusearch,EDP2,400MHz,400.0,1x,1.0,5,2250.5226478499817,1319.111905080768,3205.181852564438,False
lusearch,EDP2,400MHz,400.0,2x,2.0,10,121.17073187485066,119.18276090163612,123.36638241621904,False
lusearch,EDP2,400MHz,400.0,3x,3.0,15,129.10958860728442,119.55367924242115,138.88961861958452,False
lusearch,EDP2,400MHz,400.0,4x,4.0,20,138.82591789225611,130.3030863339782,150.1866301699396,False
lusearch,EDP2,400MHz,400.0,5x,5.0,25,113.5429853956266,109.9600461027674,117.5210340363391,False
lusearch,EDP2,400MHz,400.0,6x,6.0,30,106.5160511092386,103.93291598620507,109.1644654690281,False
lusearch,EDP2,800MHz,800.0,1x,1.0,5,485.8870089898484,307.94350410675753,666.4817058878126,False
lusearch,EDP2,800MHz,800.0,2x,2.0,10,19.990767768550892,19.34746463653388,20.66105431953589,False
lusearch,EDP2,800MHz,800.0,3x,3.0,15,24.453725697073494,23.660496562571986,25.088690838713887,False
lusearch,EDP2,800MHz,800.0,4x,4.0,20,19.569991326891095,18.79537010699211,20.34500408341741,False
lusearch,EDP2,800MHz,800.0,5x,5.0,25,19.04622575896869,18.184943585550176,20.028073667306824,False
lusearch,EDP2,800MHz,800.0,6x,6.0,30,18.77412308761118,18.085671881260073,19.459516277085257,False
lusearch,EDP2,1.2GHz,1200.0,1x,1.0,5,142.46181851976107,83.87764903420266,207.38315798721575,False
lusearch,EDP2,1.2GHz,1200.0,2x,2.0,10,7.877082928305248,7.5187881323446994,8.168632343283443,False
lusearch,EDP2,1.2GHz,1200.0,3x,3.0,15,10.50120131329039,10.287998710021458,10.689819380247725,False
lusearch,EDP2,1.2GHz,1200.0,4x,4.0,20,7.55774159968976,7.156651589817133,8.031150330323184,False
lusearch,EDP2,1.2GHz,1200.0,5x,5.0,25,7.621198142494355,7.245263556506003,8.077136630739552,False
lusearch,EDP2,1.2GHz,1200.0,6x,6.0,30,7.223505523998881,6.929914956592,7.494961012270289,False
lusearch,EDP2,1.6GHz,1600.0,1x,1.0,5,139.46222275630686,93.83721682218716,184.71894292949375,False
lusearch,EDP2,1.6GHz,1600.0,2x,2.0,10,4.8026704717919815,4.513523251708226,5.1746694770728,False
lusearch,EDP2,1.6GHz,1600.0,3x,3.0,15,6.643722069834024,6.500635739776997,6.782454563229696,False
lusearch,EDP2,1.6GHz,1600.0,4x,4.0,20,4.387546239014224,4.214544416073298,4.561012665776991,False
lusearch,EDP2,1.6GHz,1600.0,5x,5.0,25,4.246520479701471,4.011255134068822,4.452958800946234,False
lusearch,EDP2,1.6GHz,1600.0,6x,6.0,30,4.347799131550746,4.18799658288229,4.529290890429914,False
lusearch,EDP2,2.0GHz,2000.0,1x,1.0,5,119.64491336960398,80.46153863614069,158.41776194904375,False
lusearch,EDP2,2.0GHz,2000.0,2x,2.0,10,3.856035888546142,3.732644142789917,4.0073033692279205,False
lusearch,EDP2,2.0GHz,2000.0,3x,3.0,15,6.881256977037298,4.629896244947911,11.010933539032845,False
lusearch,EDP2,2.0GHz,2000.0,4x,4.0,20,3.655231306569071,3.47270064159695,3.839971812302855,False
lusearch,EDP2,2.0GHz,2000.0,5x,5.0,25,3.667665065347099,3.5261656645850707,3.8225613638090015,False
lusearch,EDP2,2.0GHz,2000.0,6x,6.0,30,3.5315786386598456,3.3993136124556727,3.647859029548727,False
lusearch,EDP2,2.4GHz,2400.0,1x,1.0,5,88.01210457017741,51.808956993691766,122.09928427884164,False
lusearch,EDP2,2.4GHz,2400.0,2x,2.0,10,3.5602242069268755,3.4691566319964746,3.666050358207339,False
lusearch,EDP2,2.4GHz,2400.0,3x,3.0,15,4.389011576168497,4.223175088108751,4.557361772058524,False
lusearch,EDP2,2.4GHz,2400.0,4x,4.0,20,3.779591653980443,3.5374025123241752,4.004186169608886,False
lusearch,EDP2,2.4GHz,2400.0,5x,5.0,25,3.3888604836179623,3.2024543166622865,3.544077644295452,True
lusearch,EDP2,2.4GHz,2400.0,6x,6.0,30,3.2126540100888947,3.0136007062693695,3.378099043544646,True
lusearch,EDP2,2.7GHz,2700.0,1x,1.0,5,106.40375276351776,66.39682014410745,142.4358043465749,False
lusearch,EDP2,2.7GHz,2700.0,2x,2.0,10,3.791056274333338,3.721324960786725,3.865971989037138,False
lusearch,EDP2,2.7GHz,2700.0,3x,3.0,15,4.3942138590100415,4.15442276515143,4.59618992115367,False
lusearch,EDP2,2.7GHz,2700.0,4x,4.0,20,3.481581028183281,3.3898692955625975,3.5734845418253594,False
lusearch,EDP2,2.7GHz,2700.0,5x,5.0,25,3.4436231585957486,3.324276113359174,3.5571472948684772,True
lusearch,EDP2,2.7GHz,2700.0,6x,6.0,30,3.3774828567536717,3.253382340543001,3.490278772486044,True
pmd,Energy,400MHz,400.0,1x,1.0,7,3.8168699999999993,3.5940706550000003,4.0502297125,False
pmd,Energy,400MHz,400.0,2x,2.0,14,1.8954467,1.8396327275,1.9441880275,False
pmd,Energy,400MHz,400.0,3x,3.0,21,1.8862608,1.8270025025,1.9422609575,False
pmd,Energy,400MHz,400.0,4x,4.0,28,1.8760802,1.8331223275,1.9179079575,False
pmd,Energy,400MHz,400.0,5x,5.0,35,1.8318237000000004,1.763026465,1.8822726625,False
pmd,Energy,400MHz,400.0,6x,6.0,42,1.8806457,1.8377005399999995,1.9232324775,False
pmd,Energy,800MHz,800.0,1x,1.0,7,2.3238282999999997,2.200968795,2.4778340725000003,False
pmd,Energy,800MHz,800.0,2x,2.0,14,1.1643006,1.1176441300000002,1.2066343000000002,False
pmd,Energy,800MHz,800.0,3x,3.0,21,1.1332885,1.0884368925000003,1.1724912550000002,False
pmd,Energy,800MHz,800.0,4x,4.0,28,1.1021665999999997,1.05890011,1.1475622725,False
pmd,Energy,800MHz,800.0,5x,5.0,35,1.1403747999999998,1.0490168375,1.2456545574999998,False
pmd,Energy,800MHz,800.0,6x,6.0,42,1.0840758,0.9923785575,1.175353345,False
pmd,Energy,1.2GHz,1200.0,1x,1.0,7,1.8325744,1.6909478875,1.98330601,False
pmd,Energy,1.2GHz,1200.0,2x,2.0,14,0.9434939,0.9201149600000004,0.9684005675,False
pmd,Energy,1.2GHz,1200.0,3x,3.0,21,0.9345152,0.91037753,0.9580028225,False
pmd,Energy,1.2GHz,1200.0,4x,4.0,28,0.8406128,0.7947715325,0.8831706725,False
pmd,Energy,1.2GHz,1200.0,5x,5.0,35,0.8870177,0.8649097825,0.9065075725,False
pmd,Energy,1.2GHz,1200.0,6x,6.0,42,0.8860412999999999,0.8349525499999999,0.921365045,False
pmd,Energy,1.6GHz,1600.0,1x,1.0,7,1.5793334,1.5014620975,1.6732382974999995,False
pmd,Energy,1.6GHz,1600.0,2x,2.0,14,0.8180788,0.7736928675,0.8552458875,True
pmd,Energy,1.6GHz,1600.0,3x,3.0,21,0.8227538000000001,0.8148729724999999,0.8316714575,False
pmd,Energy,1.6GHz,1600.0,4x,4.0,28,0.7513369,0.701250125,0.7998861275000001,True
pmd,Energy,1.6GHz,1600.0,5x,5.0,35,0.749182,0.7040515325000001,0.7926812524999999,True
